date,player,market,line,predicted_side,predicted_prob,predicted_ev,actual_value,hit,grade,feat_ema,feat_std,feat_sma_5,feat_sma_10,feat_trend,feat_avg_minutes,feat_mins_trend,feat_hit_rate_l5,feat_hit_rate_l10,feat_hit_rate_l15,feat_hit_rate_season,feat_hit_rate_weighted,feat_coef_variation,feat_pace_mult,feat_def_mult,feat_position_mult,feat_base_matchup_mult,feat_combined_matchup_mult,feat_split_factor,feat_rest_factor,feat_personal_fatigue_factor,feat_blowout_factor,feat_usage_mult,feat_games_played,feat_is_home,feat_is_b2b,feat_spread,feat_days_rest,feat_game_total,feat_opponent_drtg_season,feat_opponent_drtg_l5,feat_data_quality_score,player_id
2025-11-02,Scottie Barnes,PTS,18.133333333333333,OVER,0.5818,0.11123799999999995,19,1,A,18.82692950358387,9.432971556246335,20.6,20.8,0.8604651162790697,30.0,1.0888888888888888,0.4,0.5,0.3333333333333333,0.5070422535211268,0.4039370807076568,0.501036111833886,1.010983921127506,0.9871568144261152,0.997,0.9966876571066716,0.996812594264003,0.9833877995642701,1.0,1.0,1.0,1.0,71,1,0,-2.04,1,231.65599999999998,113.5,113.5,100,1630567
2025-11-04,Scottie Barnes,PTS,18.533333333333335,OVER,0.5711,0.09080100000000002,23,1,A,19.118430943113026,9.326357937638486,21.0,22.2,0.4545454545454548,30.266666666666666,1.1013215859030838,0.6,0.6,0.4,0.5138888888888888,0.4879922705059193,0.48782025917237165,0.9862700985906173,1.0080306149073723,0.997,0.9993264083806703,0.9983958450284022,0.9836985983117789,1.0,1.0,1.0,1.0,72,1,0,-2.84,1,228.79249999999996,115.9,115.9,100,1630567
2025-11-07,Scottie Barnes,PTS,19.066666666666666,OVER,0.5559,0.06176899999999985,14,0,A,20.008428516439608,9.33860395399247,19.0,22.8,0.2184873949579833,30.266666666666666,1.0462555066079295,0.4,0.6,0.4,0.4794520547945205,0.4532105956333215,0.46673350414899173,1.0241844769403823,1.0106398399675294,1.027,1.0160576947566704,1.0204346168540022,1.0159166414980367,1.0,1.0,1.0,1.0,73,0,0,0.08000000000000007,2,233.18549999999996,116.2,116.2,100,1630567
2025-11-08,Scottie Barnes,PTS,18.8,OVER,0.5667,0.08239699999999994,18,0,A,18.042970628237526,9.427922055559979,20.2,21.6,0.154471544715447,30.8,1.0281385281385282,0.6,0.6,0.4666666666666667,0.5135135135135135,0.5103722349097256,0.5225260435111021,0.9952028055316613,0.9888962977995533,0.989,0.9914189008923966,0.990451340535438,1.0135302783593083,1.1,1.1,1.0,1.0,74,0,1,0.72,0,229.8275,113.7,113.7,100,1630567
2025-11-11,Scottie Barnes,PTS,19.4,UNDER,0.5388,0.029107999999999856,15,1,B,18.037599299707836,9.03801495272686,17.6,19.9,-0.03053435114503822,31.066666666666666,1.01931330472103,0.2,0.4,0.4,0.4666666666666667,0.37105745226579,0.50106529159195,0.9716800105869119,1.0097700982808104,1.01,0.994534063203251,1.0007204379219505,1.0126939482556299,1.0,1.0,1.0,1.0,75,0,0,-0.8399999999999999,2,227.102,116.1,116.1,100,1630567
2025-11-13,Scottie Barnes,PTS,19.8,UNDER,0.6118,0.16853799999999997,28,0,A,17.118164132290076,8.670145821808799,17.8,19.2,-0.13548387096774195,31.533333333333335,1.0359408033826638,0.2,0.3,0.4,0.4605263157894737,0.3357466670511787,0.5064880646549159,1.014159994706544,0.9923752645464294,1.023,1.0010891566104752,1.009853493966285,1.010914051841746,1.0,1.0,1.0,1.0,76,0,0,1.48,1,232.02399999999997,114.1,114.1,100,1630567
2025-11-15,Scottie Barnes,PTS,21.333333333333332,UNDER,0.6132,0.17121199999999992,14,1,A,20.097599380616657,7.861903319777203,19.6,20.3,-0.1708860759493671,32.06666666666667,1.0187110187110184,0.4,0.4,0.4666666666666667,0.33766233766233766,0.4262910326781877,0.3911861894988164,1.004532521670085,1.0193372568347199,0.972,1.0134153627688658,0.9968492176613195,1.0134126248584079,1.0,1.0,1.0,1.0,77,0,0,-2.96,1,230.90849999999998,117.2,117.2,100,1630567
2025-11-17,Scottie Barnes,PTS,21.133333333333333,UNDER,0.6325,0.2080749999999999,16,1,A,20.549803781686705,8.01664934163062,17.8,18.4,-0.2383720930232558,32.86666666666667,0.9939148073022311,0.2,0.3,0.4666666666666667,0.3333333333333333,0.38572407734041414,0.3901083157190429,0.9892476675709653,1.0236859652683152,1.05,1.0099106461893752,1.025946387713625,0.9879764065335753,1.0,1.0,1.0,1.0,78,1,0,-2.84,1,229.1375,117.7,117.7,100,1630567
2025-11-19,Scottie Barnes,PTS,20.466666666666665,UNDER,0.6082,0.16166199999999986,16,1,A,21.195482632622998,7.9988094352192425,18.2,19.2,-0.20000000000000007,33.0,1.0101010101010102,0.2,0.3,0.4,0.3924050632911392,0.32168527482962345,0.3773827458360342,0.9952028055316613,0.9888962977995533,0.989,0.9914189008923966,0.990451340535438,1.0125410104986876,1.0,1.0,1.0,1.0,79,0,0,0.72,1,229.8275,113.7,113.7,100,1630567
2025-11-21,Scottie Barnes,PTS,19.2,UNDER,0.6192,0.18267199999999995,23,0,A,18.791907724943712,6.971370023173351,17.8,17.7,-0.15972222222222232,32.93333333333333,1.0222672064777327,0.2,0.2,0.3333333333333333,0.45,0.26374057011164487,0.3709772379267168,1.01267121021637,1.060215116110515,1.064,1.041197553752857,1.0503185322517143,0.9881784881784882,1.0,1.0,0.9746646382864081,1.0,80,1,0,-6.480000000000001,1,231.8515,121.9,121.9,100,1630567
2025-11-23,Scottie Barnes,PTS,19.266666666666666,UNDER,0.6146,0.17388599999999999,17,1,A,18.643250190632898,7.004760286167306,19.4,18.6,-0.10344827586206895,32.8,1.0060975609756098,0.4,0.3,0.3333333333333333,0.4567901234567901,0.33380491845519317,0.3757263467765279,0.9716800105869119,1.0097700982808104,1.01,0.994534063203251,1.0007204379219505,0.9897312859884836,1.0,1.0,1.0,1.0,81,1,0,-3.2399999999999998,1,227.102,116.1,116.1,100,1630567
2025-11-24,Scottie Barnes,PTS,19.266666666666666,UNDER,0.5026,-0.04003399999999996,18,1,D,20.596784936620907,7.004760286167305,17.2,18.4,-0.09154929577464788,32.666666666666664,1.0204081632653064,0.2,0.3,0.3333333333333333,0.45121951219512196,0.302039180542701,0.34008998529245704,1.014159994706544,0.9923752645464294,1.023,1.0010891566104752,1.009853493966285,0.9892405063291139,1.1,1.1,1.0,1.0,82,1,1,-0.9199999999999999,0,232.02399999999997,114.1,114.1,100,1630567
2025-11-26,Scottie Barnes,PTS,18.266666666666666,UNDER,0.5905,0.12785500000000005,24,0,A,16.898841476079042,5.885413769489384,18.0,17.9,0.03937007874015763,32.93333333333333,1.0323886639676114,0.2,0.2,0.3333333333333333,0.4819277108433735,0.28673905411630846,0.34827321019730334,1.004532521670085,1.0193372568347199,0.972,1.0134153627688658,0.9968492176613195,0.9891009595327491,1.0,1.0,1.0,1.0,83,1,0,-5.36,1,230.90849999999998,117.2,117.2,100,1630567
2025-11-29,Scottie Barnes,PTS,19.333333333333332,OVER,0.5124,-0.021316000000000113,30,1,D,20.889964007556273,5.313952882562588,19.6,18.9,-0.04477611940298509,33.333333333333336,1.0799999999999998,0.4,0.3,0.3333333333333333,0.4523809523809524,0.3450523602699998,0.25437826894485965,0.9892476675709653,1.0236859652683152,1.05,1.0099106461893752,1.025946387713625,1.009668882138883,1.0,1.0,1.0,1.0,84,0,0,-0.43999999999999984,2,229.1375,117.7,117.7,100,1630567
2025-11-30,Scottie Barnes,PTS,19.266666666666666,OVER,0.6653,0.27072299999999994,18,0,A,19.734843673056048,5.161210636865661,22.4,20.1,0.0992366412213741,33.733333333333334,1.116600790513834,0.6,0.4,0.3333333333333333,0.4588235294117647,0.4073788687179607,0.2615278196458305,0.9875603784821014,0.9967239729800247,0.988,0.9930585351808554,0.9910351211085132,1.0126902455897613,1.1,1.1,1.0,1.0,85,0,1,3.3600000000000003,0,228.94199999999995,114.6,114.6,100,1630567
2025-12-02,Scottie Barnes,PTS,19.533333333333335,OVER,0.563,0.0753299999999999,28,1,A,20.192657282616892,4.969430359230129,21.4,20.4,0.11450381679389299,33.53333333333333,1.0636182902584492,0.4,0.4,0.3333333333333333,0.45348837209302323,0.3686116437331698,0.246100861797329,1.0178323297823064,1.0115095816542485,1.012,1.0140386809054718,1.013223208543283,0.9880239520958083,1.0,1.0,1.0,1.0,86,1,0,-3.04,1,232.44949999999997,116.3,116.3,100,1630567
2025-12-04,Scottie Barnes,PTS,20.133333333333333,OVER,0.6396,0.22163599999999983,23,1,A,21.70831037724406,5.423054841094991,23.6,20.4,0.23437500000000022,34.0,1.0784313725490196,0.6,0.4,0.4,0.40229885057471265,0.4560284933229324,0.24981469063477912,0.9883543968768609,1.021076740208158,1.031,1.0079878028756393,1.0171926817253836,0.9908247671056858,1.0,1.0,1.0,1.0,87,1,0,-1.64,1,229.034,117.4,117.4,100,1630567
2025-12-05,Scottie Barnes,PTS,20.133333333333333,OVER,0.778,0.48597999999999997,13,0,A,20.655367256441423,5.42305484109499,24.6,21.3,0.30578512396694224,34.53333333333333,1.0328185328185329,0.8,0.5,0.4,0.4090909090909091,0.5077942264131914,0.26254942716662655,0.9892476675709653,1.0236859652683152,1.05,1.0099106461893752,1.025946387713625,0.9920136871328038,1.1,1.1,1.0,1.0,88,1,1,-2.84,0,229.1375,117.7,117.7,100,1630567
2025-12-07,Scottie Barnes,PTS,20.066666666666666,OVER,0.5427,0.036556999999999895,18,0,B,20.238181604340525,5.509299497429864,22.4,21.0,0.18461538461538463,34.266666666666666,1.0311284046692608,0.6,0.5,0.4,0.4044943820224719,0.4594712167212795,0.27222304874704123,0.9585787070733804,0.9932450062331486,0.972,0.9793784865692414,0.9764270919415449,0.9903904016849707,1.0,1.0,1.0,1.0,89,1,0,0.9199999999999999,1,225.58399999999997,114.2,114.2,100,1630567
2025-12-09,Scottie Barnes,PTS,20.066666666666666,OVER,0.5303,0.012872999999999968,13,0,C,19.55360746258225,5.509299497429865,20.0,21.2,0.19379844961240322,34.6,1.0019267822736029,0.4,0.5,0.4,0.4,0.41574674939992345,0.2817536103234378,0.9875603784821014,0.9967239729800247,0.988,0.9930585351808554,0.9910351211085132,0.9901996502477413,1.0,1.0,1.0,1.0,90,1,0,0.9600000000000002,1,228.94199999999995,114.6,114.6,100,1630567
2025-12-15,Scottie Barnes,PTS,19.933333333333334,UNDER,0.5898,0.1265179999999999,17,1,A,20.48854610836088,5.662743740155179,19.0,20.2,0.08333333333333326,35.0,1.0,0.4,0.4,0.4,0.45054945054945056,0.3761832152838698,0.276385826022294,1.0380797988486732,0.9758501724987677,0.994,1.0007420230387298,0.9980452138232379,1.0125831741221425,0.908,0.908,1.0,1.0,91,0,0,1.8399999999999999,5,234.7955,112.2,112.2,100,1630567
